"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Mozambique","MOZ","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritania","MRT","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37520000","83450000","53540000","99190000","122160000","94470000","70810000","65420000","105350000","55030000","102660000","114100000","139800000","156870000","411780000","348680000","340260000","365000000","510030000","295840000","321260000","463330000","460790000","319568571.017413","449585432.590497","454998235.740899","373220000","310770000","",
"Malawi","MWI","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malaysia","MYS","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","2572600000","3103870000","1223970000","2999960000","2154930000","2399010000","1168600000","3810980000","2503230000","6606150000","10711640000","10684400000","18566190000","14162584000","11942760000","60129400000","25646550000","42592300000","26551930000","42056320000","52511580000","21032890000","25728420000","45712010000","54191340000","44644510000","69145410000","154640500000","82321320000","80838640000","114789300000","130317510000","123657190000","142164230000","142651430000","111481680000","98285417642.4668","137419329555.596","135334927546.75","108620120000","248607740000","",
"North America","NAC","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","142489850000","179689860000","172541000000","236003000000","289928290000","436972300000","439446830000","524612000000","825292300000","1133729140000","1507774270000","2238904160000","2970218800000","2033878640000","2430951290000","2100221540000","2213177490000","2606154520000","3567770960000","3804886150000","5362068500000","7230513400000","9603600440000","12662035510000","19208623480000","30410669050000","21329743240000","17501415000000","16551682410000","19809681930000","26724369790000","31819076820000","44597733780000","48748427550000","35639259114455","37430327167933.8","42519441370000","33697466970000","34570878990000","40320459090000","42494592010000","43224913644108.8","41066069910000","34400949698943.5","24624736490000","","",
"Namibia","NAM","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12200000","2990000","37710000","23100000","12980000","22380000","18520000","5200000","1620000","2740000","19880000","5520000","17300000","20480000","14650000","24990000","20250000","12760000","59900000","33600000","69820000","","","","","98080000","36470000","",
"New Caledonia","NCL","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30200000","44800000","83580000","314620000","499030000","609520000","112600000","","169200000","","","1680630000","1953770000","3597590000","17359880000","16718610000","4492730000","5105160000","3871930000","4092800000","6227900000","5132910000","4084890000","1509644083.4654","2206106213.07957","2586201830.11145","2716610000","2481930000","",
"Nicaragua","NIC","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Netherlands","NLD","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","4763010000","5872000000","7866000000","9963000000","4678350000","4747900000","4020580000","4921430000","9482660000","11095310000","20206640000","33607600000","44544020000","30165540000","48881340000","43698110000","42545370000","44532750000","51112190000","75939950000","115795800000","171321000000","248329300000","404865990000","419908790000","650382120000","455908330000","528096140000","538915870000","628501280000","594702360000","900783940000","1541464470000","970763610000","542076600000","557392430000","517450890000","417462270000","476592480000","476177030000","","","","","","","",
"Norway","NOR","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","84000000","99510000","87380000","906430000","2195860000","2127620000","1700320000","9646190000","4815010000","13030540000","14829960000","12609870000","9120080000","16629300000","18179710000","24486420000","35396600000","45792280000","39820060000","49890630000","60355500000","52842920000","36490730000","48890150000","91525110000","141729430000","282837140000","407836500000","271720100000","207692070000","212021310000","184790590000","119607130000","96531630000","102330310000","95998950000","105332521597.959","117842406717.32","119168328550.519","101703310000","","",
"Nepal","NPL","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nauru","NRU","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","937670000","2151500000","2934250000","1078100000","943800000","1925800000","2705770000","3023160000","6731400000","7399850000","8373880000","9684600000","8861920000","11767040000","12045890000","9975220000","8509680000","2586820000","3861970000","5090390000","5456180000","5406900000","5950220000","3297690000","3296850000","1916000000","","5347360000","8852080000","8655490000","9059180000","10935502052.7451","11867884008.6754","12186935213.1588","12471500000","22199380000","",
"OECD members","OED","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","296085530000","365033270000","358722110000","538493390000","597482350000","785842810000","866028440000","782964550000","1350549810000","1713499890000","2436871210000","4005146740000","6621684990000","5943213688000","6633231000000","5403131890000","4572071850000","4569489090000","6441401390000","7368765020000","9012311840000","10923108690000","14887284250000","19823002600000","29021176710000","43437415930000","31849073980000","25729116640000","26200631540000","32046808180000","40651277330000","51135388120000","73706821640000","73113133260000","52569602704455","55288069477933.8","60269433760000","47983295410000","50802664930000","57214123910000","56144279280000","54173329696268.5","53840589492192.5","47976109134742.3","36074398530000","","",
"Oman","OMN","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","187900000","304300000","269780000","657910000","3727530000","1942080000","485850000","548600000","348000000","","","1971430000","3654220000","2916820000","6909370000","8799790000","5833970000","3309430000","2548940000","2662690000","5735640000","5804960000","3559680000","2459047123.14501","2385830010.09985","1916584222.85863","1718600000","1040880000","",
"Other small states","OSS","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2895610000","","","","","","","","","","","","","","20426350000","21632650000","56256530000","","","","","","","",
"Pakistan","PAK","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5560590000","10562900000","8989720000","20824200000","30999800000","12452800000","","","140292780000","139436330000","124830650000","99831760000","42279910000","17593320000","11653590000","9637900000","11976000000","562900000","539700000","","","","","","","",
"Panama","PAN","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61700000","70190000","8560000","23220000","54690000","106200000","57700000","181980000","44800000","58900000","53200000","180500000","156400000","253400000","362500000","290800000","32300000","68000000","324000000","716400000","190500000","248300000","","","","","374300000","210130000","",
"Peru","PER","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1547500000","3091400000","3884800000","3554100000","3857670000","2627380000","2455010000","2190650000","736170000","959820000","969200000","1057210000","1715940000","4132310000","8060850000","3681120000","2958750000","3993420000","5176170000","5278840000","3173100000","3227690000","1451050000","2695263972.7982","6338486327.46256","2276122242.70171","1593400000","2112620000","",
"Philippines","PHL","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","1542000000","377000000","330000000","1416000000","376000000","303000000","1724000000","4733000000","2471000000","6087000000","3054000000","3469000000","6243000000","6593100000","13934400000","14666800000","25510400000","20350000000","10505910000","19378710000","7374260000","3013660000","2142550000","2444850000","3233590000","5352940000","9158600000","24234700000","12368670000","14319410000","22249330000","27366630000","35684030000","44588930000","42213210000","38418040000","35851411587.4958","33804496728.0034","29213839415.0566","29994650000","32738060000","",
"Palau","PLW","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","580000","1301000","2360000","3990000","17090000","24860000","53720000","65060000","28170000","26750000","72560000","","","68510000","17760000","63850000","900000","","","","",
"Poland","POL","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83000000","417000000","1975100000","5206700000","2769110000","5543800000","7424680000","8872930000","10745410000","20459530000","10176860000","3242530000","7764010000","17805410000","26241350000","53233690000","90168840000","51688940000","56628310000","69439410000","73064170000","60228450000","72612730000","57794630000","52627770000","45639568724.1222","68001894912.4385","54748164734.1064","50394380000","83438270000","",
"Pre-demographic dividend","PRE","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2396700000","4978500000","4212300000","7078900000","19886680000","50223630000","38162770000","55584450000","27286080000","22559990000","23901400000","37116910000","35726030000","66037100000","137401780000","75908300000","44769670000","53651340000","35645570000","26436150000","38972910000","46804660000","","","","","","","",
"Paraguay","PRY","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19200000","29740000","19410000","15330000","11960000","","13700000","9400000","","","","","","","","","","","","","","","","","","","",
"West Bank and Gaza","PSE","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106620000","134140000","52880000","31970000","41350000","142230000","942800000","462000000","635640000","856540000","413930000","373940000","302470000","242920000","240350000","353910000","320380000","445960000","469060000","353490000","273890000","190090000","",
"Pacific island small states","PSS","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","296569530000","365679270000","359049980000","537565830000","594884660000","784278210000","864209020000","779454000000","1349657660000","1714730610000","2434368320000","4016234690000","6657696430000","5959644058000","6662660190000","5433305330000","4578159230000","4598083940000","6544075570000","7466169340000","9049019740000","11038655320000","15269581810000","19926944460000","29166224800000","43621158750000","31984672260000","25851363650000","26397536640000","32288772820000","40829982990000","51600454010000","75395577520000","74420653570000","53645271514455","56303925717933.8","61287252800000","48644536910000","51607449980000","58202446050000","57796955890000","55161212876067.5","55309561087525.1","49792623183738","37409604360000","","",
"French Polynesia","PYF","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20754100000","29940120000","48186490000","25319200000","18401500000","22908600000","19410000000","20564610000","54729710000","24152160000","18956146617.5743","18330180816.8357","18980064807.3781","13341180000","23174370000","",
"Romania","ROU","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","238200000","151260000","100990000","56520000","104500000","143000000","220680000","828200000","1421570000","1604660000","2787110000","1225040000","1649630000","1677610000","2930150000","2005700000","1484440000","1550730000","1759480000","1721030000","2351360000","2434860000","2044510000","2933430000","",
"Russian Federation","RUS","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28201700000","47667400000","79722900000","118693700000","147885600000","582649200000","1277021300000","1155013100000","510389990000","506852040000","554231500000","340315680000","235509960000","159939710000","117316660000","139578411733.554","145514680300.889","147170214413.95","180721350000","276593940000","",
"Rwanda","RWA","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4980000","","",
"South Asia","SAS","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","544912207404.089","260987878382.804","197228382278.522","283504060505.306","518136338892.264","614440839409.915","763055386429.835","1191919395348.74","1081965783974.31","1071910681502.82","1082374837347.98","757319374634.71","652532988294.273","574325139532.57","780382443288.323","817594816647.972","824869715694.644","1233711888474.54","1312950766531.67","1299663514766.56","1961949999001.35","",
"Saudi Arabia","SAU","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22291000000","35678100000","159056600000","472940800000","1103534500000","1403048100000","681947600000","523326600000","335109900000","201210910000","291435880000","511178270000","362402350000","567392070000","436941100000","306380423760.474","218380624729.869","229577660737.62","220782730000","485419160000","",
"Sudan","SDN","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Senegal","SEN","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Singapore","SGP","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","1063000000","3645700000","6376700000","2419000000","5587600000","3842600000","1445610000","2681700000","7222420000","4622030000","14114810000","21069600000","18083700000","18905900000","83468250000","88880800000","63952220000","60254800000","74137300000","58509600000","107406500000","95153100000","71093600000","63047800000","94336510000","110812120000","116623470000","185884510000","381288700000","253028450000","253832050000","305796890000","274686370000","260747370000","278735280000","200606610000","198030460000","188052424095.719","219611952181.099","219525212734.742","114204160000","","",
"Solomon Islands","SLB","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sierra Leone","SLE","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"El Salvador","SLV","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"San Marino","SMR","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48500000","12500000","26700000","22000000","90000000","118100000","561630000","437770000","678440000","1632760000","3092920000","1187160000","680910000","313970000","382640000","240600000","","","","","","","","","",
"Sub-Saharan Africa (excluding high income)","SSA","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13840200000","16344660000","27822610000","43586700000","55499300000","73412190000","","35723100000","","","85992090000","114013530000","179046480000","","","","","","","","","","","","","","","",
"South Sudan","SSD","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13840200000","16344660000","27822610000","43586700000","55499300000","73412190000","","35723100000","","","85992090000","114013530000","179046480000","","","","","","","","","","","","","","","",
"Small states","SST","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovak Republic","SVK","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2700000","174700000","834700000","2607100000","2368800000","1012000000","478000000","534000000","953200000","880900000","746500000","750500000","66400000","99500000","31270000","21080000","174680000","308920000","452810000","76940000","53950000","10240000","","","","","","","",
"Slovenia","SVN","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","400000","416600000","348100000","494100000","519740000","806050000","848370000","638860000","965680000","926520000","500240000","771260000","476050000","1056370000","2936580000","1352320000","1032860000","484040000","512100000","399910000","412580000","735840000","364530000","305770690.964313","400826169.048372","375064750.806913","149940000","462050000","",
"Sweden","SWE","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","109000000","126000000","374000000","424000000","2062300000","1796400000","3669500000","4614200000","9847400000","8470200000","10799760000","16924000000","19588400000","18661700000","18034400000","15665200000","20534700000","28450200000","40607900000","88487090000","99323720000","130469500000","152823830000","199768810000","214818920000","379060460000","299878360000","185567120000","198436600000","309800400000","","","","","","","","","","","","","","","","","",
"Eswatini","SWZ","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2100000","380000","371760000","357320000","201200000","150000","210000","8500000","180000","50000","40000","30000","60000","3540000","","","","","","","","","","","","","","",
"Sint Maarten (Dutch part)","SXM","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","157800000","","","","","","","",
"Syrian Arab Republic","SYR","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","156911534000","186871860000","225613400000","398008370000","473646960000","357049140000","","844701830000","527515600000","419748591000","553471170000","707740480000","560060140000","1374652670000","6692042390000","4191871210151.19","8171667313864.72","8752547484328.82","7164012307844.71","5517321210000","8345468075493.91","12575486672365.4","39846042012132.4","18871678943366.7","17870892144813.9","13779189753720.3","18902873500000","32531304340000","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104439050000","119495590000","187198210000","286266320000","378533400000","871773470000","1718404470000","1438704620000","888282890000","986367800000","994733080000","764412970000","686321900000","590530290000","524511940000","469837251569.823","594430493353.192","575708242597.595","581649770000","1232174440000","",
"Togo","TGO","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Thailand","THA","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","693000000","233000000","555000000","794000000","936000000","1323000000","2202000000","10797000000","13116000000","12721700000","15736500000","19401000000","71445470000","87102150000","81034600000","58913800000","6673620000","17655040000","22670570000","37307120000","19331120000","31050830000","41280400000","104549680000","116936880000","89820010000","97009620000","112751130000","106057510000","126621460000","222431070000","215271140000","238851460000","349911670000","310639820000","271316690000","324998738315.399","339528729671.634","386542649968.467","367105830000","481299000000","",
"Tajikistan","TJK","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turkmenistan","TKM","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","8828170000","10820320000","11487950000","7295400000","4789350000","9656230000","20283740000","33963230000","21761670000","19664800000","20076120000","26866280000","50091630000","85705390000","154604470000","264058850000","161754500000","199283700000","324896280000","238849270000","217296210000","159628620000","131319260000","70956000000","105996330000","178901660000","262558190000","412582500000","839109490000","708993330000","846840030000","1106522150000","1010166050000","1038227750000","970744370000","823798990000","559708590000","718616858821.293","816859853973.541","927676098621.406","1179837460000","1510605690000","",
"Timor-Leste","TLS","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35434284505.884","","","","","",
"Tonga","TON","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","544912207404.089","260987878382.804","197228382278.522","283504060505.306","518136338892.264","614440839409.915","763055386429.835","1191919395348.74","1081965783974.31","1071910681502.82","1082374837347.98","757319374634.71","652532988294.273","574325139532.57","780382443288.323","817594816647.972","824869715694.644","1233711888474.54","1312950766531.67","1299663514766.56","1961949999001.35","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13840200000","16344660000","27822610000","43586700000","55499300000","73412190000","","35723100000","","","85992090000","114013530000","179046480000","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139100000","166100000","","","","","","","","","","","","","","","","","","","","",
"Tunisia","TUN","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","275600000","669620000","201300000","196770000","161870000","","","","","","","","","","","","1835600000","1050650000","1251300000","461900000","887200000","","","","","","","",
"Turkiye","TUR","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8277400000","8346300000","15999100000","21667000000","50888700000","36232800000","43687250000","57170300000","67989190000","165968040000","65679790000","67971290000","98127800000","146561700000","199727190000","226470170000","324801670000","221235580000","312719790000","403248210000","361075930000","358926430000","374250870000","369745680000","349684710000","281807764558.547","377303523945.135","369810444427.62","347628910000","868598900000","",
"Tuvalu","TUV","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40000","4800000","7130000","","","","","","","","","","","","","","","","","","","18520000","",
"Uganda","UGA","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ukraine","UKR","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2838700000","1177700000","624900000","329600000","122780000","34610000","12650000","19470000","11930000","1320000","","",
"Upper middle income","UMC","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","316817174000","454738020000","414428170000","600379480000","831641440000","678940160000","","1212838620000","771211520000","638395620000","867391690000","1204684010000","1254170130000","2718193120000","9263070320000","6386034890000","9907337840000","10841060170000","9125034500000","7311688060000","9964757840000","13988934300000","40956519450000","20240475641919.3","19415172769676.3","15292728268261.9","20682015000000","35222685810000","",
"Uruguay","URY","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9300000","560000","550000","","260000","130000","","","","","","","","","","","","","","","","","","","","","","",
